procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 218880 3209204 901764 4346152    0    0    44    27 3402 3855  1  1 98  0  0
 0  0 218880 3195816 901772 4348924    0    0    44   461 3708 4640  2  1 97  0  0
 1  0 218880 3195420 901772 4341176    0    0    44    23 2225 3456  1  1 98  0  0
 0  0 218880 3210112 901776 4349588    0    0    44   446 2884 4164  2  1 97  0  0
 0  0 218880 3210272 901780 4348668    0    0    44    23 2852 4271  2  1 97  0  0
 0  0 218880 3196708 902000 4359360    0    0    44   921 3462 5505  2  1 97  0  0
 0  0 218880 3200220 902012 4338736    0    0    44    46 2647 4056  1  1 98  0  0
 0  0 218880 3190584 902012 4349556    0    0    44    67 3220 4599  2  1 97  0  0
 0  0 218880 3193212 902028 4348224    0    0    44   394 2715 3866  1  1 98  0  0
 0  0 218880 3193180 902032 4347288    0    0    45    32 2832 4566  2  1 98  0  0
 0  0 218880 3162824 902032 4352028    0    0    44   310 3364 4613  2  1 97  0  0
 0  0 218880 3199916 902048 4350916    0    0    46   312 3323 4747  2  1 97  0  0
 0  0 218880 3217152 902056 4339056    0    0    46    26 3242 4510  2  1 97  0  0
 0  0 218880 3234136 902060 4327908    0    0    50   466 1779 4424  2  1 97  0  0
 0  0 218880 3256732 902060 4302556    0    0    46    76  966 2768  1  1 98  0  0
 0  0 218880 3256232 902068 4302552    0    0    45   383  920 2685  1  1 98  0  0
 0  0 218880 3256748 902072 4302488    0    0    46    32  887 2638  1  0 98  0  0
 0  0 218880 3247696 902288 4302484    0    0    46   589 1087 3484  2  1 97  0  0
 0  0 218880 3241648 902288 4302484    0    0    46   369  973 2813  1  1 98  0  0
 0  0 218880 3244428 902288 4302484    0    0    46    50 1104 2984  2  0 97  0  0
 0  0 218880 3259936 902288 4302548    0    0    46   314  914 2751  1  0 98  0  0
 0  0 218880 3250900 902288 4302484    0    0    46   257  924 2661  1  1 98  0  0
 1  0 218880 3252424 902288 4297368    0    0    46   236  875 2644  1  1 98  0  0
 0  0 218880 3256776 902292 4297384    0    0    46   326  962 2865  1  0 98  0  0
 0  0 218880 3278100 902300 4298552    0    0    45   295 1006 2837  1  0 98  0  0
 0  0 218880 3527920 902304 4292184    0    0    45   496 1821 3493  2  1 98  0  0
 0  0 218880 3625224 902304 4292192    0    0    46     1  941 2743  1  0 98  0  0
 2  0 218880 3616660 902304 4292200    0    0    45    22  953 2696  2  0 98  0  0
 0  0 218880 3629900 902316 4292196    0    0    45   478  894 2546  1  1 98  0  0
 0  0 218880 3619568 902404 4292188    0    0    46   606 1129 3569  2  0 97  0  0
 0  0 218880 3615796 902404 4292188    0    0    45    78  875 2604  1  0 98  0  0
 0  0 218880 3612928 902412 4292224    0    0    45   427 1091 2970  1  1 98  0  0
 0  0 218880 3610168 902416 4292188    0    0    46   314  915 2644  1  0 98  0  0
 0  0 218880 3609412 902428 4292192    0    0    46    62  996 2844  1  1 98  0  0
 1  0 218880 3609668 902432 4292188    0    0    45   338  934 2566  1  1 98  0  0
 1  0 218880 3610680 902432 4292196    0    0    46   318  970 2744  1  1 98  0  0
 1  0 218880 3610432 902432 4294276    0    0    45   339  957 2757  1  0 98  0  0
 0  0 218880 3624704 902436 4294164    0    0    45    62 1144 2984  2  1 97  0  0
 0  0 218880 3621940 902440 4294224    0    0    45   389  995 2830  2  1 98  0  0
 0  0 218880 3619924 902440 4294292    0    0    46   247  978 2801  1  1 98  0  0
 0  0 218880 3619672 902440 4294228    0    0    45   278  932 2621  1  0 98  0  0
 0  0 218880 3611636 902556 4294216    0    0    45   600 1127 3413  2  1 97  0  0
 0  0 218880 3611384 902556 4294220    0    0    45   330  923 2724  1  0 98  0  0
 0  0 218880 3630672 902560 4294236    0    0    45    62  998 2768  1  0 98  0  0
 0  0 218880 3618600 902576 4294332    0    0    45   402 1044 2784  2  1 98  0  0
 0  0 218880 3654388 902584 4294176    0    0    46    50 1048 2725  1  0 98  0  0
 0  0 218880 3657664 902588 4294180    0    0    45   508  975 2691  1  0 98  0  0
 0  0 218880 3660944 902604 4294188    0    0    45    50  990 2711  1  0 98  0  0
 0  0 218880 3654652 902612 4298300    0    0    45   348  987 2793  1  0 98  0  0
 0  0 218880 3657304 902616 4298284    0    0    45    63  947 2690  1  0 98  0  0
 2  0 218880 3662384 902616 4298224    0    0    45    26 1078 2910  2  1 98  0  0
 0  0 218880 3661884 902616 4298220    0    0    45   375 1018 2803  2  1 98  0  0
 1  0 218880 3646296 902616 4298224    0    0    46    31 1388 3085  1  0 98  0  0
 2  0 218880 3638492 902904 4298436    0    0    45   903 1209 3547  2  1 97  0  0
 0  0 218880 3639508 902904 4298444    0    0    46    36  973 2696  1  1 98  0  0
 0  0 218880 3572180 902908 4306464    0    0    45    29 1166 3707  2  1 97  0  0
 0  0 218880 3608948 902912 4306528    0    0    46   539 1054 2923  2  1 98  0  0
 0  0 218880 3607724 902924 4306496    0    0    46   104 1061 2923  2  1 98  0  0
 2  0 218880 3642180 902924 4298396    0    0    45   376 1016 2824  1  1 98  0  0
 0  0 218880 3628592 902932 4298468    0    0    46    67  995 3578  2  1 98  0  0
 0  0 218880 3613776 902940 4308060    0    0   315   608 1785 4729  2  1 97  0  0
 0  0 218880 3618248 902940 4307840    0    0    46    86 1333 3669  2  1 98  0  0
 1  0 218880 3616124 902940 4308164    0    0    46    32 1134 3074  2  1 98  0  0
 0  0 218880 3617888 902940 4307884    0    0    46   517 1064 2908  2  1 98  0  0
 0  0 218880 3617388 902944 4307848    0    0    51    30  961 2744  1  0 98  0  0
 0  0 218880 3602016 903164 4307848    0    0    46   592 1139 3554  2  0 98  0  0
 0  0 218880 3600372 903168 4307776    0    0    46   388  930 2684  1  0 99  0  0
 0  0 218880 3599364 903168 4307848    0    0    46    63  988 2640  1  1 98  0  0
 0  0 218880 3617300 903176 4307756    0    0    46    28 1066 2909  1  1 98  0  0
 0  0 218880 3599676 903176 4307760    0    0    46   374 1075 2900  1  0 98  0  0
 1  0 218880 3569688 903180 4307760    0    0    46    43  982 2665  1  0 98  0  0
 0  0 218880 3605776 903188 4307772    0    0    46   378 1045 2847  1  0 98  0  0
 0  0 218880 3605280 903192 4307788    0    0    46    22 1001 2722  2  0 98  0  0
 0  0 218880 3605844 903192 4307784    0    0    46   350  995 2675  1  0 98  0  0
 0  0 218880 3603816 903196 4307784    0    0    46    40  971 2696  2  1 98  0  0
 0  0 218880 3607240 903208 4307828    0    0    46   388 1167 3082  1  1 98  0  0
 0  0 218880 3603220 903208 4307768    0    0    46    22  959 2548  1  0 98  0  0
 0  0 218880 3597744 903476 4307884    0    0    46   883 1220 3628  2  1 97  0  0
 0  0 218880 3524916 903480 4307764    0    0    46    30 1060 2750  2  1 97  0  0
 0  0 218880 3589984 903492 4307752    0    0    46   337 1010 2683  1  1 98  0  0
 0  0 218880 3590524 903500 4307764    0    0    46    30  943 2583  2  1 98  0  0
 1  0 218880 3594056 903504 4307712    0    0    46   291 1123 3031  2  1 98  0  0
 0  0 218880 3592824 903508 4307812    0    0    46   323 1004 2706  1  0 98  0  0
 0  0 218880 3598720 903512 4307728    0    0    46   282  988 2732  1  0 98  0  0
 0  0 218880 3598468 903512 4307744    0    0    46   338 1005 2776  1  1 98  0  0
 0  0 218880 3596956 903512 4307792    0    0    46    51  985 2700  1  1 98  0  0
 0  0 218880 3595472 903516 4307792    0    0    46   332  968 2601  1  0 98  0  0
 0  0 218880 3611100 903520 4307784    0    0    46   246 1219 3187  2  0 97  0  0
 0  0 218880 3596748 903524 4307784    0    0    46   314 1190 2993  1  1 98  0  0
 0  0 218880 3585196 903776 4307844    0    0    46   698 1174 3526  1  0 98  0  0
 0  0 218880 3582960 903776 4307776    0    0    46   366 1082 2933  1  0 98  0  0
 0  0 218880 3580444 903776 4307780    0    0    46    30 1049 2966  1  1 98  0  0
 0  0 218880 3582484 903776 4307784    0    0    46   335  960 2597  1  0 98  0  0
 0  0 218880 3591048 903780 4307780    0    0    46    29 1060 2877  1  0 98  0  0
 0  0 218880 3582508 903780 4307848    0    0    46   380 1125 2864  1  1 98  0  0
 0  0 218880 3584036 903796 4307828    0    0    46    84 1073 2891  1  1 98  0  0
 1  0 218880 3583784 903796 4307812    0    0    46   371  985 2659  1  0 98  0  0
 0  0 218880 3583560 903796 4307736    0    0    46    73 1034 2807  2  1 98  0  0
 0  0 218880 3581292 903796 4307736    0    0    46     1  959 2603  1  1 98  0  0
 0  0 218880 3580032 903796 4307732    0    0    46   319 1013 2729  1  1 98  0  0
 1  0 218880 3585340 903800 4307736    0    0    46    35 1119 2973  2  1 97  0  0
 0  0 218880 3578036 903992 4307804    0    0    46  1012 1255 3537  2  1 97  0  0
 0  0 218880 3577540 904000 4307744    0    0    46    34  949 2562  1  0 98  0  0
 0  0 218880 3576028 904000 4307744    0    0    46    53 1013 2761  1  1 98  0  0
 2  0 218880 3574264 904016 4307740    0    0    46   455 1012 2726  1  1 98  0  0
 0  0 218880 3571996 904016 4307744    0    0    46    35  969 2623  1  0 98  0  0
 0  0 218880 3568604 904016 4307744    0    0    46   346 1112 2928  2  0 98  0  0
 0  0 218880 3571892 904028 4307800    0    0    46    38 1013 2832  2  1 98  0  0
 0  0 218880 3571640 904036 4307784    0    0    46   485  991 2706  1  0 98  0  0
 0  0 218880 3574160 904044 4307736    0    0    47    58  943 2552  1  0 99  0  0
 1  0 218880 3572652 904044 4307736    0    0    46    23  991 2745  2  1 98  0  0
 0  0 218880 3570396 904048 4307824    0    0    51   344  991 2740  1  1 98  0  0
 0  0 218880 3572540 904052 4307764    0    0    47    23 1087 2948  2  1 98  0  0
 1  0 218880 3568300 904308 4307772    0    0    46   592 1159 3511  2  1 97  0  0
 1  0 218880 3567276 904308 4308020    0    0    78   525 1012 2731  1  1 98  0  0
 1  0 218880 3546440 904320 4314852    0    0    47    73 1117 3256  2  0 98  0  0
 0  0 218880 3543164 904320 4314920    0    0    47    31  964 2684  1  0 98  0  0
 0  0 218880 3540400 904344 4314916    0    0    46   482 1029 2833  2  1 98  0  0
 0  0 218880 3583784 904348 4308012    0    0    47    19 1094 2888  2  1 98  0  0
 0  0 218880 3570480 904360 4308012    0    0    46    44 1126 3617  2  1 98  0  0
 0  0 218880 3601176 904364 4308092    0    0    46   466 1531 2955  2  1 97  0  0
 0  0 218880 3600424 904380 4307952    0    0    47    82 1233 3037  2  1 97  0  0
 0  0 218880 3596144 904380 4308976    0    0    46   378  970 2705  1  0 98  0  0
 0  0 218880 3593888 904384 4307956    0    0    46    18 1012 2828  1  1 98  0  0
 0  0 218880 3593412 904388 4307952    0    0    46   327  954 2652  1  1 98  0  0
 0  0 218880 3582880 904664 4307944    0    0    46   599 1178 3630  2  0 97  0  0
 0  0 218880 3577348 904664 4308012    0    0    47    34  956 2810  1  0 98  0  0
 0  0 218880 3577100 904672 4307944    0    0    46   366  986 2708  1  1 98  0  0
 0  0 218880 3575592 904672 4307944    0    0    47    30  923 2616  1  0 98  0  0
 0  0 218880 3573088 904684 4307948    0    0    47   347  949 2698  1  0 98  0  0
 1  0 218880 3542344 904688 4307944    0    0    47   284  969 2801  2  1 98  0  0
 0  0 218880 3586128 904704 4307960    0    0    47    51 1150 2944  1  1 98  0  0
 0  0 218880 3576076 904708 4307976    0    0    47   390 1053 3060  1  0 98  0  0
 0  0 218880 3575324 904716 4307964    0    0    47    67 1183 2793  2  0 98  0  0
 0  0 218880 3575828 904716 4308024    0    0    46   378  953 2691  1  1 98  0  0
 0  0 218880 3575576 904716 4307964    0    0    47    24  947 2678  1  1 98  0  0
 3  0 218880 3574316 904724 4307964    0    0    47    22  944 2715  1  0 98  0  0
 1  0 218880 3576188 904980 4307952    0    0    47   616 1226 3790  2  1 97  0  0
 0  0 218880 3563120 904984 4307952    0    0    47   480 1015 2775  1  1 98  0  0
 0  0 218880 3556828 904988 4308088    0    0    47    65  977 2830  1  0 98  0  0
 0  0 218880 3560608 904988 4307960    0    0    46    22 1079 2905  2  0 97  0  0
 0  0 218880 3565172 904992 4307956    0    0    46   344  995 2733  1  1 98  0  0
 4  0 218880 3564424 905000 4307960    0    0    47    23  920 2584  2  0 98  0  0
 0  0 218880 3564944 905004 4307972    0    0    46   330 1018 2898  2  1 98  0  0
 0  0 218880 3606040 905008 4308008    0    0    47    35 1184 2949  2  1 98  0  0
 0  0 218880 3604064 905032 4307988    0    0    46   430 1009 2816  1  1 98  0  0
 3  0 218880 3599532 905036 4308052    0    0    47    35  975 2696  1  1 98  0  0
 1  0 218880 3599036 905048 4308056    0    0    47   330  976 2710  2  1 98  0  0
 0  0 218880 3598788 905052 4308056    0    0    46   263  943 2638  1  1 98  0  0
 0  0 218880 3594268 905216 4308060    0    0    46   623 1136 3626  1  0 98  0  0
 0  0 218880 3593512 905220 4308064    0    0    46   370 1024 2806  1  0 98  0  0
 0  0 218880 3593008 905220 4308092    0    0    52    58  987 2594  1  0 98  0  0
 0  0 218880 3586992 905224 4308092    0    0    46   335  985 2827  1  0 98  0  0
 0  0 218880 3588252 905232 4308096    0    0    46    28  989 2619  2  1 98  0  0
 0  0 218880 3591532 905232 4308128    0    0    54   240  999 2690  1  1 98  0  0
 0  0 218880 3597348 905240 4308144    0    0    47    67 1017 2761  1  0 98  0  0
 0  0 218880 3616636 905244 4308160    0    0    46   374 1163 2989  2  0 98  0  0
 0  0 218880 3600816 905260 4308112    0    0    47   363 1094 2871  2  1 98  0  0
 1  0 218880 3601584 905260 4308176    0    0    48    30 1015 2661  1  1 98  0  0
 0  0 218880 3600832 905268 4308112    0    0    48   354 1007 2858  1  0 98  0  0
 1  0 218880 3601336 905272 4308112    0    0    48   278  958 2608  1  0 98  0  0
 0  0 218880 3594536 905496 4308100    0    0    48   596 1220 3520  2  1 97  0  0
 0  0 218880 3603356 905496 4308104    0    0    48   342 1006 2785  2  1 98  0  0
 0  0 218880 3590768 905504 4308104    0    0    48    34 1137 2902  2  1 98  0  0
 0  0 218880 3586232 905508 4308108    0    0    48    21  940 2585  2  1 98  0  0
 0  0 218880 3588752 905512 4308104    0    0    47   370 1051 2875  1  0 98  0  0
 0  0 218880 3587744 905512 4308108    0    0    48    22  936 2574  1  0 98  0  0
 0  0 218880 3589772 905512 4308124    0    0    47   339 1014 2738  1  1 98  0  0
 0  0 218880 3588268 905516 4308140    0    0    47    34 1013 2765  1  1 98  0  0
 0  0 218880 3587216 905532 4308184    0    0    47   475 1110 2943  1  1 98  0  0
 0  0 218880 3586964 905532 4308156    0    0    48     1  954 2601  1  0 98  0  0
 0  0 218880 3586744 905536 4308292    0    0    47   338 1008 2746  1  1 98  0  0
 0  0 218880 3586020 905540 4308156    0    0    48   280  977 2671  1  0 98  0  0
 0  0 218880 3580224 905744 4308148    0    0    48   613 1149 3484  1  0 98  0  0
 0  0 218880 3580224 905744 4308148    0    0    48   338 1007 2753  2  1 98  0  0
 0  0 218880 3563640 905748 4315032    0    0    48    68 1244 3538  2  1 98  0  0
 0  0 218880 3560368 905752 4315104    0    0    47    39  985 2734  1  0 98  0  0
 0  0 218880 3558860 905764 4315232    0    0    48   545 1091 2803  1  1 98  0  0
 0  0 218880 3586340 905764 4308260    0    0    48     1 1040 2796  1  1 98  0  0
 0  0 218880 3580404 905768 4308260    0    0    48   388 1026 3022  1  0 98  0  0
 1  0 218880 3579040 905772 4308276    0    0    48    21  971 2696  1  0 98  0  0
 0  0 218880 3590824 905776 4308172    0    0    48   445 1226 3295  2  1 98  0  0
 0  0 218880 3576768 905784 4308236    0    0    48    84 1044 2766  1  0 98  0  0
 1  0 218880 3576340 905788 4308272    0    0    49   402 1041 2815  2  1 98  0  0
 2  0 218880 3575644 905788 4308336    0    0    48    38  948 2640  1  1 98  0  0
 0  0 218880 3570100 905928 4308284    0    0    48   610 1204 3621  2  1 97  0  0
 0  0 218880 3570100 905932 4308284    0    0    48   378  922 2562  1  0 98  0  0
 2  0 218880 3578928 905940 4310832    0    0    54    62 1153 3125  2  1 98  0  0
 0  0 218880 3560988 905948 4308332    0    0    60   390 1021 2850  1  1 98  0  0
 0  0 218880 3555192 905952 4308316    0    0    48    56 1004 2766  1  0 98  0  0
 0  0 218880 3528988 905952 4308384    0    0    48   326  966 2648  1  0 98  0  0
 0  0 218880 3561308 905956 4308460    0    0    48    30 1033 2856  1  1 98  0  0
 0  0 218880 3556800 905960 4308412    0    0    48   406 1039 2960  1  1 98  0  0
 1  0 218880 3554792 905968 4308400    0    0    48    26  935 2644  1  0 98  0  0
 0  0 218880 3558512 905980 4308392    0    0    47    96 1181 3101  2  1 98  0  0
 0  0 218880 3552528 905988 4308400    0    0    47   394  956 2765  1  1 98  0  0
 0  0 218880 3551772 905992 4308464    0    0    48    24  930 2604  1  0 98  0  0
 0  0 218880 3548760 906120 4308392    0    0    47   914 1161 3445  2  1 97  0  0
 0  0 218880 3547024 906124 4308392    0    0    47    18  976 2686  1  1 98  0  0
 1  0 218880 3544532 906124 4308396    0    0    47   333  969 2586  1  1 98  0  0
 0  0 218880 3545080 906132 4308384    0    0    47   324 1155 2983  2  1 98  0  0
 0  0 218880 3541828 906136 4308384    0    0    47    48 1002 2815  1  1 98  0  0
 0  0 218880 3542312 906136 4308384    0    0    47   333  948 2583  1  0 98  0  0
 0  0 218880 3543068 906148 4308460    0    0    47    58 1031 2809  2  1 98  0  0
 0  0 218880 3542816 906148 4308412    0    0    47   277 1016 2762  2  1 98  0  0
 0  0 218880 3543324 906152 4308640    0    0    48   330 1101 2825  2  0 98  0  0
 0  0 218880 3557828 906152 4308632    0    0    48    27 1037 2774  1  0 98  0  0
 0  0 218880 3552544 906160 4308616    0    0    47   373 1220 2978  2  1 98  0  0
 2  0 218880 3544736 906164 4308624    0    0    49   293 1094 2838  1  0 98  0  0
 0  0 218880 3530932 906332 4308680    0    0    49   600 1194 3611  2  0 98  0  0
 0  0 218880 3530932 906336 4308680    0    0    49   366 1014 2746  2  0 98  0  0
 1  0 218880 3530680 906336 4308616    0    0    49   308  987 2716  1  1 98  0  0
 1  0 218880 3545516 906340 4308600    0    0    49    32  974 2683  1  0 98  0  0
 0  0 218880 3534120 906344 4308604    0    0    49   340 1131 2925  2  1 98  0  0
 0  0 218880 3532360 906344 4308672    0    0    49    30 1009 2805  1  1 98  0  0
 0  0 218880 3534888 906352 4308748    0    0    48    36  992 2728  1  0 98  0  0
 1  0 218880 3534664 906352 4308768    0    0    48   470 1001 2828  1  0 98  0  0
 1  0 218880 3533152 906356 4308620    0    0    48    62 1009 2777  1  0 98  0  0
 0  0 218880 3532396 906360 4308624    0    0    48   516  996 2759  2  1 98  0  0
 0  0 218880 3542612 906376 4308608    0    0    48    55 1166 3085  2  0 98  0  0
 0  0 218880 3540348 906388 4308648    0    0    48    38 1017 2840  2  1 98  0  0
 0  0 218880 3530588 906556 4308600    0    0    48   614 1228 3401  2  1 97  0  0
 0  0 218880 3527060 906560 4308664    0    0    48   475  996 2680  1  0 98  0  0
 1  0 218880 3525548 906564 4308604    0    0    48    66 1007 2763  2  1 98  0  0
 0  0 218880 3524036 906564 4308604    0    0    48   341  951 2594  1  1 98  0  0
 1  0 218880 3525568 906564 4308664    0    0    48    26 1141 2921  2  1 98  0  0
 0  0 218880 3524564 906564 4308604    0    0    49   382  980 2765  1  1 98  0  0
 0  0 218880 3524564 906564 4308684    0    0    48    39 1007 2773  2  1 98  0  0
 1  0 218880 3523556 906564 4308696    0    0    48   413  983 2703  1  1 98  0  0
 0  0 218880 3522548 906564 4308684    0    0    49    70 1013 2758  1  0 98  0  0
 0  0 218880 3517256 906564 4308620    0    0    48    26  949 2693  2  0 98  0  0
 0  0 218880 3533144 906572 4308616    0    0    49   376 1054 2898  1  1 98  0  0
 1  1 218880 3510728 906608 4309256    0    0    49   114 1062 3187  2  1 98  0  0
 0  0 218880 3507452 906804 4308776    0    0    48   537 1155 3239  2  0 98  0  0
 0  0 218880 3504248 906804 4308864    0    0    48   418  979 2720  1  1 98  0  0
 0  0 218880 3470156 906808 4316768    0    0    49    32 1161 3605  2  1 98  0  0
 0  0 218880 3468392 906812 4316756    0    0    48   386  976 2717  1  0 98  0  0
 0  0 218880 3467384 906820 4316760    0    0    49    44 1001 2724  1  0 98  0  0
 0  0 218880 3499724 907008 4308756    0    0    85   128 1188 3070  1  1 98  0  0
 0  0 218880 3497784 907008 4308756    0    0    48   498 1020 3034  1  0 98  0  0
 0  0 218880 3501324 907008 4308792    0    0    51    23 1032 2883  2  0 98  0  0
 1  0 218880 3501580 907008 4308824    0    0    48    69 1056 2876  1  1 98  0  0
 0  0 218880 3499316 907008 4308760    0    0    49   434  999 2845  1  0 98  0  0
 0  0 218880 3533588 907012 4308840    0    0    49    34 1110 2777  2  0 98  0  0
 1  0 218880 3527884 907192 4309132    0    0    48   826 1305 3727  2  1 97  0  0
 0  0 218880 3524848 907256 4308744    0    0    49   131  977 2722  2  0 98  0  0
 0  0 218880 3527116 907272 4308784    0    0    48    46  983 2748  2  0 98  0  0
 0  0 218880 3526612 907276 4308752    0    0    48   518 1005 2748  2  1 98  0  0
 0  0 218880 3525604 907292 4308816    0    0    48    48  936 2662  1  0 98  0  0
 0  0 218880 3525856 907296 4308800    0    0    48   367 1014 2823  1  0 98  0  0
 0  0 218880 3505044 907300 4308796    0    0    49   362 1083 3016  2  1 98  0  0
 2  0 218880 3530236 907300 4309828    0    0    48     1  984 2761  1  1 98  0  0
 0  0 218880 3529032 907304 4308824    0    0    48   405  995 2821  1  0 98  0  0
162  0 218880 3553872 907312 4279580    0    0    60   892 2198 6274  3  1 96  0  0
 0  0 218880 3505380 907312 4305568    0    0    54    60 2560 8673  4  1 95  0  0
 0  0 218880 3537404 907312 4292208    0    0    49   674 1106 2832  2  1 98  0  0
 0  0 218880 3526516 907528 4292260    0    0    48   635 1340 3741  2  1 97  0  0
 0  0 218880 3495320 907528 4292272    0    0    48    29 1029 2839  2  1 98  0  0
 0  0 218880 3539992 907528 4292336    0    0    49   497 1049 2707  2  1 98  0  0
 1  0 218880 3538552 907540 4292128    0    0    49    70 1015 2797  1  0 98  0  0
 1  0 218880 3536788 907544 4292196    0    0    50   448 1017 2616  1  1 98  0  0
 0  0 218880 3536296 907548 4292228    0    0    49    47  982 2688  1  0 98  0  0
 1  0 218880 3545960 907556 4292208    0    0    50   422 1129 3012  1  1 98  0  0
 0  0 218880 3545112 907560 4292232    0    0    49   266  963 2702  1  0 98  0  0
 0  0 218880 3543380 907560 4292232    0    0    49     1  970 2667  1  1 98  0  0
 1  0 218880 3543160 907560 4292376    0    0    49   384 1002 2808  2  0 98  0  0
 0  0 218880 3541900 907564 4292364    0    0    49   292  958 2620  1  0 98  0  0
 0  0 218880 3539380 907568 4292532    0    0    50    18 1002 2709  1  1 98  0  0
 0  0 218880 3544456 907696 4292252    0    0    49   614 1308 4005  2  1 97  0  0
 0  0 218880 3528092 907696 4292256    0    0    49     1 1012 2740  1  1 98  0  0
 0  0 218880 3522800 907696 4292420    0    0    49   430  986 2782  1  1 98  0  0
 0  0 218880 3521064 907700 4292904    0    0    50    68 1018 2793  1  1 98  0  0
 0  0 218880 3525096 907700 4292256    0    0    49   365  951 2734  1  0 98  0  0
 0  0 218880 3512804 907716 4301816    0    0    50   302 1236 3099  2  1 98  0  0
 0  0 218880 3534368 907728 4297396    0    0    50   311 1055 2961  1  1 98  0  0
 1  0 218880 3526584 907736 4297324    0    0    50   316 1054 2885  1  0 98  0  0
 0  0 218880 3524880 907740 4297616    0    0    50    24 1720 4117  2  1 97  0  0
 0  0 218880 3520652 907740 4297396    0    0    49   441  989 2640  1  0 98  0  0
 0  0 218880 3524600 907740 4299448    0    0    50    13 2291 4924  3  1 96  0  0
 1  0 218880 3480560 907740 4297688    0    0    56   365 1217 3479  2  1 98  0  0
 1  0 218880 3386868 908188 4341692    0    0    52   673 4951 8913  4  1 94  0  0
 1  0 218880 3405804 908188 4382748    0    0    55   934 6186 10829  5  2 93  0  0
 0  0 218880 3270040 908304 4383720    0    0    51  2455 6264 65867  6  3 91  0  0
 0  0 218880 3323344 908344 4376784    0    0   225   370 1743 3974  2  1 97  0  0
 0  0 218880 3359608 908364 4377536    0    0    49   240 1398 3448  2  1 98  0  0
 0  0 218880 3270656 908416 4398432    0    0    81   154 1676 5347  4  1 96  0  0
 1  0 218880 3311400 908428 4363376    0    0   903  3290 2219 9883  3  1 95  0  0
 0  0 218880 3343428 908432 4363168    0    0    51   179  928 2349  1  0 98  0  0
 0  0 218880 3368924 908460 4353396    0    0    49    79  995 2597  1  0 98  0  0
 1  0 218880 3382432 908464 4353468    0    0    49    82 1087 3009  1  1 98  0  0
 0  0 218880 3402280 908620 4353952    0    0    49   748 2619 5823  3  1 96  0  0
 1  0 218880 3412620 908620 4353576    0    0    49    42  885 2373  1  0 98  0  0
 1  0 218880 3411136 908792 4353576    0    0    49   790  985 2784  1  0 98  0  0
 1  0 218880 3446620 908800 4347100    0    0    49   637  970 2410  1  1 98  0  0
 0  0 218880 3440432 908800 4352908    0    0    49   182 1053 3030  2  1 98  0  0
 0  0 218880 3436168 908828 4353664    0    0    49   118  864 2420  1  0 98  0  0
 0  0 218880 3432952 908848 4353700    0    0    49   657  882 2335  1  0 98  0  0
 0  0 218880 3411276 908884 4351952    0    0    62  2939 1678 71459  3  1 96  0  0
 0  0 218880 3459848 908888 4346860    0    0    49    29  802 2161  1  1 98  0  0
 0  0 218880 3451796 908892 4346864    0    0    50    17  792 2841  1  0 98  0  0
 0  0 218880 3417528 908896 4346864    0    0    49    11  827 2159  1  0 98  0  0
 0  0 218880 3456704 908900 4346860    0    0    49  1084  912 2330  1  0 98  0  0
 0  0 218880 3458536 908904 4346880    0    0    50    28  823 2211  1  0 99  0  0
 0  0 218880 3478308 908904 4345320    0    0    49    13  754 2234  1  0 98  0  0
 0  0 218880 3470188 909200 4345160    0    0    49  1088 1006 2952  1  0 98  0  0
 0  0 218880 3472516 909200 4345516    0    0    50     4  835 2296  1  0 99  0  0
 0  0 218880 3472288 909204 4345320    0    0    50    34  812 2183  1  0 98  0  0
 1  0 218880 3473344 909212 4345324    0    0    50   574  842 2270  1  1 98  0  0
 0  0 218880 3475452 909224 4345380    0    0    50    50  857 2348  1  0 98  0  0
 2  0 218880 3405384 909236 4345360    0    0    50   414  818 2139  1  0 99  0  0
 0  0 218880 3457808 909260 4345800    0    0    97    82 1644 2719  3  0 97  0  0
 0  0 218880 3483660 909260 4345804    0    0    50   467  790 2139  1  0 99  0  0
 0  0 218880 3478872 909260 4345876    0    0    50    27  819 2328  1  0 99  0  0
 1  0 218880 3471592 909260 4345804    0    0    50   467  924 2404  2  0 98  0  0
 0  0 218880 3485616 909260 4345816    0    0    50    70  813 2164  1  0 99  0  0
 0  0 218880 3474580 909260 4345836    0    0    50   410  777 2761  1  0 99  0  0
 1  0 218880 3478624 909564 4345804    0    0    50   685  992 2905  1  0 98  0  0
 1  0 218880 3479540 909564 4345796    0    0    50     1  777 2197  1  0 98  0  0
 0  0 218880 3478964 909568 4345828    0    0    50   474  794 2209  1  0 99  0  0
 0  0 218880 3474680 909580 4345828    0    0    50    27  806 2251  1  0 98  0  0
 0  0 218880 3476708 909584 4345908    0    0    50   499  851 2338  1  0 98  0  0
 0  0 218880 3475700 909588 4345916    0    0    50    49  764 2063  1  0 99  0  0
 0  0 218880 3476708 909604 4345920    0    0    50   326  786 2105  1  0 99  0  0
 0  0 218880 3474944 909612 4346076    0    0    50   286  797 2225  1  0 98  0  0
 0  0 218880 3473436 909612 4345920    0    0    50   199  757 2069  1  0 99  0  0
 0  0 218880 3474192 909620 4345924    0    0    50    26  742 2039  1  0 99  0  0
 1  0 218880 3482008 909620 4345940    0    0    52   286  797 17699  1  0 98  0  0
